file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error
u_mand_factor\set07\u_mand_factor_0.9.py,u_mand_factor,7,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359981,80,35,165.599991,174.799974,77.039996,1,1,1007,0,ilp_v4,infeasible,0,,,,0.2105,,
u_mand_factor\set08\u_mand_factor_0.1.py,u_mand_factor,8,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839995,80,37,18.399991,101.199993,8.817138,1,0,1008,0,ilp_v4,optimal,1,214.477899,70.714106,3.033029,0.2797,0.0,
u_mand_factor\set08\u_mand_factor_0.2.py,u_mand_factor,8,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280005,80,37,36.800006,110.400007,17.634288,1,0,1008,0,ilp_v4,optimal,1,180.264955,76.812227,2.346826,0.3926,0.0,
u_mand_factor\set08\u_mand_factor_0.3.py,u_mand_factor,8,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.720005,80,37,55.199997,119.600007,26.451427,1,1,1008,0,ilp_v4,optimal,1,157.317634,83.607339,1.881625,0.426,0.0,
u_mand_factor\set08\u_mand_factor_0.4.py,u_mand_factor,8,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160011,80,37,73.600002,128.800016,35.268573,1,1,1008,0,ilp_v4,optimal,1,134.870963,90.126422,1.496464,0.5548,0.0,
u_mand_factor\set08\u_mand_factor_0.5.py,u_mand_factor,8,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,37,91.999995,138.000003,44.085712,1,1,1008,0,ilp_v4,optimal,1,112.577443,96.589127,1.165529,2.002,0.0,
u_mand_factor\set08\u_mand_factor_0.6.py,u_mand_factor,8,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040002,80,37,110.400006,147.200003,52.90286,1,1,1008,0,ilp_v4,optimal,1,82.146578,103.030957,0.7973,3.772,8.5e-05,
u_mand_factor\set08\u_mand_factor_0.7.py,u_mand_factor,8,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479995,80,37,128.799997,156.399993,61.719998,1,1,1008,0,ilp_v4,time_limit,1,47.934654,109.478855,0.437844,34.6093,0.001083,
u_mand_factor\set08\u_mand_factor_0.8.py,u_mand_factor,8,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920002,80,37,147.200001,165.600003,70.537143,1,1,1008,0,ilp_v4,optimal,1,3.919005,115.919932,0.033808,4.8286,0.0,
u_mand_factor\set08\u_mand_factor_0.9.py,u_mand_factor,8,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359999,80,37,165.600002,174.799999,79.354287,1,1,1008,0,ilp_v4,infeasible,0,,,,0.2091,,
u_mand_factor\set09\u_mand_factor_0.1.py,u_mand_factor,9,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839998,80,29,18.399998,101.199998,8.559999,1,0,1009,0,ilp_v4,optimal,1,222.711889,63.039514,3.532893,0.227,0.0,
u_mand_factor\set09\u_mand_factor_0.2.py,u_mand_factor,9,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279996,80,29,36.799995,110.399994,17.119998,1,0,1009,0,ilp_v4,optimal,1,179.66679,67.860292,2.647598,0.2003,0.0,
u_mand_factor\set09\u_mand_factor_0.3.py,u_mand_factor,9,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.720003,80,29,55.200002,119.600005,25.680001,1,1,1009,0,ilp_v4,optimal,1,155.919128,82.811698,1.882815,0.4227,0.0,
u_mand_factor\set09\u_mand_factor_0.4.py,u_mand_factor,9,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159993,80,29,73.600006,128.79999,34.240003,1,1,1009,0,ilp_v4,optimal,1,137.850782,89.950464,1.532519,0.5177,0.0,
u_mand_factor\set09\u_mand_factor_0.5.py,u_mand_factor,9,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599997,80,29,91.999999,137.999995,42.799999,1,1,1009,0,ilp_v4,optimal,1,116.242459,96.535233,1.204145,0.9302,0.0,
u_mand_factor\set09\u_mand_factor_0.6.py,u_mand_factor,9,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039995,80,29,110.399997,147.199993,51.359998,1,1,1009,0,ilp_v4,optimal,1,83.476381,103.031514,0.810202,1.9872,0.0,
u_mand_factor\set09\u_mand_factor_0.7.py,u_mand_factor,9,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480004,80,29,128.800003,156.400006,59.920002,1,1,1009,0,ilp_v4,optimal,1,50.979057,109.479081,0.465651,7.5951,9.7e-05,
u_mand_factor\set09\u_mand_factor_0.8.py,u_mand_factor,9,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.919995,80,29,147.199999,165.599993,68.479999,1,1,1009,0,ilp_v4,infeasible,0,,,,0.0957,,
u_mand_factor\set09\u_mand_factor_0.9.py,u_mand_factor,9,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360003,80,29,165.599999,174.800005,77.039999,1,1,1009,0,ilp_v4,infeasible,0,,,,0.1008,,
u_mand_factor\set10\u_mand_factor_0.1.py,u_mand_factor,10,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840004,80,25,18.4,101.200006,8.573333,1,0,1010,0,ilp_v4,optimal,1,234.006259,65.557633,3.569474,0.1333,0.0,
