file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error
u_opt_factor\set04\u_opt_factor_0.2.py,u_opt_factor,4,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640002,40,13,46.000002,55.200003,22.042858,1,1,1004,0,heuristic_v5b,solved,1,14.672191,38.557194,0.380531,0.0095,,
u_opt_factor\set04\u_opt_factor_0.4.py,u_opt_factor,4,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.080005,40,13,46.000002,64.400007,22.042858,1,1,1004,0,ilp_v1,optimal,1,52.059327,44.804237,1.161929,0.0653,0.0,
u_opt_factor\set04\u_opt_factor_0.4.py,u_opt_factor,4,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.080005,40,13,46.000002,64.400007,22.042858,1,1,1004,0,ilp_v2,optimal,1,46.953135,44.983422,1.043788,0.0696,0.0,
u_opt_factor\set04\u_opt_factor_0.4.py,u_opt_factor,4,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.080005,40,13,46.000002,64.400007,22.042858,1,1,1004,0,heuristic_v5b,solved,1,29.570249,43.766208,0.675641,0.006,,
u_opt_factor\set04\u_opt_factor_0.6.py,u_opt_factor,4,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,13,46.000002,73.600003,22.042858,1,1,1004,0,ilp_v1,optimal,1,74.233928,51.232865,1.448951,1.7058,0.0,
u_opt_factor\set04\u_opt_factor_0.6.py,u_opt_factor,4,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,13,46.000002,73.600003,22.042858,1,1,1004,0,ilp_v2,optimal,1,59.771274,50.980431,1.172436,0.0178,0.0,
u_opt_factor\set04\u_opt_factor_0.6.py,u_opt_factor,4,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,13,46.000002,73.600003,22.042858,1,1,1004,0,heuristic_v5b,solved,1,39.597883,51.489338,0.76905,0.0037,,
u_opt_factor\set04\u_opt_factor_0.8.py,u_opt_factor,4,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.960003,40,13,46.000002,82.800005,22.042858,1,1,1004,0,ilp_v1,optimal,1,91.263613,57.809014,1.578709,0.1629,0.0,
u_opt_factor\set04\u_opt_factor_0.8.py,u_opt_factor,4,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.960003,40,13,46.000002,82.800005,22.042858,1,1,1004,0,ilp_v2,optimal,1,74.293119,57.704091,1.287484,0.0256,0.0,
u_opt_factor\set04\u_opt_factor_0.8.py,u_opt_factor,4,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.960003,40,13,46.000002,82.800005,22.042858,1,1,1004,0,heuristic_v5b,solved,1,59.140495,55.923821,1.057519,0.0042,,
u_opt_factor\set00\u_opt_factor_0.2.py,u_opt_factor,0,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640001,40,13,46.000002,55.200001,22.042858,1,1,1000,0,heuristic_claudeoptimal,solved,1,26.501916,38.070175,0.696133,0.0069,,
u_opt_factor\set00\u_opt_factor_0.4.py,u_opt_factor,0,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.080003,40,13,46.000002,64.400005,22.042858,1,1,1000,0,heuristic_claudeoptimal,solved,1,50.206636,45.038854,1.114741,0.0075,,
u_opt_factor\set00\u_opt_factor_0.6.py,u_opt_factor,0,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,13,46.000002,73.600003,22.042858,1,1,1000,0,heuristic_claudeoptimal,solved,1,70.334406,50.795044,1.384671,0.0067,,
u_opt_factor\set00\u_opt_factor_0.8.py,u_opt_factor,0,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.960003,40,13,46.000002,82.800005,22.042858,1,1,1000,0,heuristic_claudeoptimal,solved,1,89.86258,57.740425,1.55632,0.0078,,
u_opt_factor\set01\u_opt_factor_0.2.py,u_opt_factor,1,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640003,40,13,46.000002,55.200005,21.433334,1,1,1001,0,heuristic_claudeoptimal,solved,1,27.11804,38.28757,0.708273,0.0105,,
u_opt_factor\set01\u_opt_factor_0.4.py,u_opt_factor,1,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.079999,40,13,46.000002,64.399999,21.433334,1,1,1001,0,heuristic_claudeoptimal,solved,1,47.675926,45.075854,1.057682,0.0141,,
u_opt_factor\set01\u_opt_factor_0.6.py,u_opt_factor,1,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.519998,40,13,46.000002,73.599997,21.433334,1,1,1001,0,heuristic_claudeoptimal,solved,1,63.993113,51.51936,1.242118,0.0238,,
u_opt_factor\set01\u_opt_factor_0.8.py,u_opt_factor,1,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.959999,40,13,46.000002,82.799999,21.433334,1,1,1001,0,heuristic_claudeoptimal,solved,1,70.48708,57.885386,1.217701,0.0091,,
u_opt_factor\set02\u_opt_factor_0.2.py,u_opt_factor,2,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.639998,40,11,46.000001,55.199998,21.400001,1,1,1002,0,heuristic_claudeoptimal,solved,1,30.477698,38.476824,0.792105,0.0056,,
u_opt_factor\set02\u_opt_factor_0.4.py,u_opt_factor,2,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.080001,40,11,46.000001,64.400001,21.400001,1,1,1002,0,heuristic_claudeoptimal,solved,1,42.127914,43.770319,0.962477,0.0044,,
u_opt_factor\set02\u_opt_factor_0.6.py,u_opt_factor,2,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.519998,40,11,46.000001,73.599998,21.400001,1,1,1002,0,heuristic_claudeoptimal,solved,1,60.159249,51.340328,1.171774,0.0099,,
u_opt_factor\set02\u_opt_factor_0.8.py,u_opt_factor,2,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.96,40,11,46.000001,82.8,21.400001,1,1,1002,0,heuristic_claudeoptimal,solved,1,69.189709,57.341385,1.206628,0.0053,,
u_opt_factor\set03\u_opt_factor_0.2.py,u_opt_factor,3,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.639999,40,10,46.0,55.199999,21.433333,1,1,1003,0,heuristic_claudeoptimal,solved,1,23.916951,38.40895,0.622692,0.0058,,
u_opt_factor\set03\u_opt_factor_0.4.py,u_opt_factor,3,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.08,40,10,46.0,64.4,21.433333,1,1,1003,0,heuristic_claudeoptimal,solved,1,47.833912,41.690738,1.147351,0.0031,,
u_opt_factor\set03\u_opt_factor_0.6.py,u_opt_factor,3,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,10,46.0,73.600002,21.433333,1,1,1003,0,heuristic_claudeoptimal,solved,1,57.657831,51.250298,1.125024,0.0127,,
u_opt_factor\set03\u_opt_factor_0.8.py,u_opt_factor,3,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.96,40,10,46.0,82.8,21.433333,1,1,1003,0,heuristic_claudeoptimal,solved,1,63.117131,57.931137,1.08952,0.0158,,
u_opt_factor\set04\u_opt_factor_0.2.py,u_opt_factor,4,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640002,40,13,46.000002,55.200003,22.042858,1,1,1004,0,heuristic_claudeoptimal,solved,1,25.196375,37.95667,0.663819,0.017,,
u_opt_factor\set04\u_opt_factor_0.4.py,u_opt_factor,4,u_opt_factor,0.4,2,5,5,0.5,0.4,0.7,0.6,1.0,0.4,45.080005,40,13,46.000002,64.400007,22.042858,1,1,1004,0,heuristic_claudeoptimal,solved,1,45.631814,44.36501,1.028554,0.012,,
u_opt_factor\set04\u_opt_factor_0.6.py,u_opt_factor,4,u_opt_factor,0.6,2,5,5,0.5,0.6,0.7,0.6,1.0,0.6,51.520002,40,13,46.000002,73.600003,22.042858,1,1,1004,0,heuristic_claudeoptimal,solved,1,53.415621,51.340211,1.040425,0.0109,,
u_opt_factor\set04\u_opt_factor_0.8.py,u_opt_factor,4,u_opt_factor,0.8,2,5,5,0.5,0.8,0.7,0.6,1.0,0.8,57.960003,40,13,46.000002,82.800005,22.042858,1,1,1004,0,heuristic_claudeoptimal,solved,1,70.709074,57.94191,1.220344,0.0087,,
u_opt_factor\set00\u_opt_factor_0.2.py,u_opt_factor,0,u_opt_factor,0.2,2,5,5,0.5,0.2,0.7,0.6,1.0,0.2,38.640001,40,13,46.000002,55.200001,22.042858,1,1,1000,0,greedy_sps_baseline,infeasible,0,,46.000002,,0.0002,,over budget: E=46.0000 > B=38.6400
