file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error,runtime_best,runtime_worst,repeats,censored,nondeterministic
n_tsk\set04\n_tsk_5.py,n_tsk,4,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000002,69.0,22.042858,1,1,1004,0,ilp_v3,optimal,1,56.271351,47.64706,1.181004,0.017326,0.0,,0.017326,0.017836,3,0,0
n_tsk\set04\n_tsk_5.py,n_tsk,4,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000002,69.0,22.042858,1,1,1004,0,ilp_v4,optimal,1,56.483065,48.270237,1.170143,0.112218,0.0,,0.112218,0.158191,3,0,0
n_tsk\set04\n_tsk_5.py,n_tsk,4,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000002,69.0,22.042858,1,1,1004,0,greedy_sps_baseline,solved,1,7.79982,48.211926,0.161782,0.000989,,,0.000989,0.001171,3,0,0
n_tsk\set00\n_tsk_3.py,n_tsk,0,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,7,46.0,68.999997,22.042857,1,1,1000,0,heuristic_v4,solved,1,48.373689,48.201288,1.003577,0.001036,,,0.001036,0.001207,3,0,0
n_tsk\set00\n_tsk_4.py,n_tsk,0,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300005,40,11,45.999999,69.000007,22.042857,1,1,1000,0,heuristic_v4,solved,1,22.866266,48.062392,0.475762,0.002434,,,0.002434,0.002772,3,0,0
n_tsk\set00\n_tsk_5.py,n_tsk,0,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,13,46.000002,69.000005,22.042858,1,1,1000,0,heuristic_v4,solved,1,60.294133,47.770172,1.262171,0.002382,,,0.002382,0.002944,3,0,0
n_tsk\set01\n_tsk_3.py,n_tsk,1,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,7,46.0,69.000002,21.433333,1,1,1001,0,heuristic_v4,solved,1,63.086839,48.266302,1.307058,0.00229,,,0.00229,0.002731,3,0,0
n_tsk\set01\n_tsk_4.py,n_tsk,1,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,11,46.000002,68.999999,21.433334,1,1,1001,0,heuristic_v4,solved,1,48.017916,47.158733,1.018219,0.001885,,,0.001885,0.002507,3,0,0
n_tsk\set01\n_tsk_5.py,n_tsk,1,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300007,40,13,46.000002,69.00001,21.433334,1,1,1001,0,heuristic_v4,solved,1,37.582906,47.285342,0.794811,0.002635,,,0.002635,0.002839,3,0,0
n_tsk\set02\n_tsk_3.py,n_tsk,2,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300006,40,7,46.000003,69.000008,21.400002,1,1,1002,0,heuristic_v4,solved,1,27.212917,47.170204,0.576909,0.00166,,,0.00166,0.002721,3,0,0
n_tsk\set02\n_tsk_4.py,n_tsk,2,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,46.0,68.999997,21.4,1,1,1002,0,heuristic_v4,solved,1,45.193199,45.095642,1.002163,0.001333,,,0.001333,0.001508,3,0,0
n_tsk\set02\n_tsk_5.py,n_tsk,2,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,11,46.000001,69.000001,21.400001,1,1,1002,0,heuristic_v4,solved,1,65.644495,48.017426,1.367097,0.00138,,,0.00138,0.001579,3,0,0
n_tsk\set03\n_tsk_3.py,n_tsk,3,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,7,45.999998,69.000001,21.433332,1,1,1003,0,heuristic_v4,solved,1,33.700266,48.23726,0.698636,0.001448,,,0.001448,0.001667,3,0,0
n_tsk\set03\n_tsk_4.py,n_tsk,3,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,8,45.999999,68.999999,21.433333,1,1,1003,0,heuristic_v4,solved,1,44.738335,47.976263,0.93251,0.001278,,,0.001278,0.001455,3,0,0
n_tsk\set03\n_tsk_5.py,n_tsk,3,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0,heuristic_v4,solved,1,64.658947,48.293011,1.338888,0.00159,,,0.00159,0.001803,3,0,0
n_tsk\set04\n_tsk_3.py,n_tsk,4,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,7,46.000002,69.000006,22.042858,1,1,1004,0,heuristic_v4,solved,1,29.158166,48.084734,0.606391,0.000905,,,0.000905,0.001069,3,0,0
n_tsk\set04\n_tsk_4.py,n_tsk,4,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,22.042858,1,1,1004,0,heuristic_v4,solved,1,44.89498,48.099888,0.93337,0.002198,,,0.002198,0.002329,3,0,0
n_tsk\set04\n_tsk_5.py,n_tsk,4,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000002,69.0,22.042858,1,1,1004,0,heuristic_v4,solved,1,52.901529,48.235321,1.096738,0.002922,,,0.002922,0.003221,3,0,0
n_tsk\set00\n_tsk_3.py,n_tsk,0,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,7,46.0,68.999997,22.042857,1,1,1000,0,heuristic_v5a,solved,1,55.001574,47.273443,1.163477,0.00114,,,0.00114,0.001275,3,0,0
n_tsk\set00\n_tsk_4.py,n_tsk,0,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300005,40,11,45.999999,69.000007,22.042857,1,1,1000,0,heuristic_v5a,solved,1,23.591694,47.730931,0.494264,0.003475,,,0.003475,0.003663,3,0,0
n_tsk\set00\n_tsk_5.py,n_tsk,0,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,13,46.000002,69.000005,22.042858,1,1,1000,0,heuristic_v5a,solved,1,60.294133,47.770172,1.262171,0.00283,,,0.00283,0.003037,3,0,0
n_tsk\set01\n_tsk_3.py,n_tsk,1,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,7,46.0,69.000002,21.433333,1,1,1001,0,heuristic_v5a,solved,1,63.086839,48.266302,1.307058,0.002438,,,0.002438,0.002562,3,0,0
n_tsk\set01\n_tsk_4.py,n_tsk,1,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,11,46.000002,68.999999,21.433334,1,1,1001,0,heuristic_v5a,solved,1,45.16792,48.29345,0.93528,0.002721,,,0.002721,0.002813,3,0,0
n_tsk\set01\n_tsk_5.py,n_tsk,1,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300007,40,13,46.000002,69.00001,21.433334,1,1,1001,0,heuristic_v5a,solved,1,39.069917,48.270566,0.809394,0.00306,,,0.00306,0.003297,3,0,0
n_tsk\set02\n_tsk_3.py,n_tsk,2,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300006,40,7,46.000003,69.000008,21.400002,1,1,1002,0,heuristic_v5a,solved,1,27.212917,47.170204,0.576909,0.001648,,,0.001648,0.001777,3,0,0
n_tsk\set02\n_tsk_4.py,n_tsk,2,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,46.0,68.999997,21.4,1,1,1002,0,heuristic_v5a,solved,1,54.195576,47.970807,1.129762,0.001565,,,0.001565,0.001895,3,0,0
n_tsk\set02\n_tsk_5.py,n_tsk,2,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,11,46.000001,69.000001,21.400001,1,1,1002,0,heuristic_v5a,solved,1,43.807632,47.509133,0.922089,0.001389,,,0.001389,0.00151,3,0,0
n_tsk\set03\n_tsk_3.py,n_tsk,3,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,7,45.999998,69.000001,21.433332,1,1,1003,0,heuristic_v5a,solved,1,46.720904,46.755278,0.999265,0.001156,,,0.001156,0.001254,3,0,0
n_tsk\set03\n_tsk_4.py,n_tsk,3,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,8,45.999999,68.999999,21.433333,1,1,1003,0,heuristic_v5a,solved,1,32.933085,47.759668,0.689558,0.001332,,,0.001332,0.001406,3,0,0
n_tsk\set03\n_tsk_5.py,n_tsk,3,n_tsk,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0,heuristic_v5a,solved,1,64.263979,48.094001,1.336216,0.001888,,,0.001888,0.001965,3,0,0
n_tsk\set04\n_tsk_3.py,n_tsk,4,n_tsk,3,2,3,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,7,46.000002,69.000006,22.042858,1,1,1004,0,heuristic_v5a,solved,1,29.158166,48.084734,0.606391,0.001067,,,0.001067,0.001163,3,0,0
